LinkID,RoadName,RoadCategory,SpeedBand,MinimumSpeed,MaximumSpeed,Location,start_latitude,start_longitude,end_latitude,end_longitude
103000291,RACE COURSE ROAD,D,3,20,29,1.3128657945370725 103.85467601502488 1.3133115247400988 103.85513650754488,1.3128657945370725,103.85467601502488,1.3133115247400988,103.85513650754488
103000292,LORONG 3 GEYLANG,E,2,10,19,1.3112814046832442 103.8745843404284 1.3128669001147928 103.8740481840283,1.3112814046832442,103.8745843404284,1.3128669001147928,103.8740481840283
103000298,GOODWOOD HILL,E,6,50,59,1.311265024985496 103.83361404903052 1.3114126715258738 103.83387874363073,1.311265024985496,103.83361404903052,1.3114126715258738,103.83387874363073
103000299,GOODWOOD HILL,E,2,10,19,1.3114126715258738 103.83387874363073 1.311265024985496 103.83361404903052,1.3114126715258738,103.83387874363073,1.311265024985496,103.83361404903052
103000300,STEVENS ROAD,F,4,30,39,1.3115941685350712 103.83315772987676 1.311265024985496 103.83361404903052,1.3115941685350712,103.83315772987676,1.311265024985496,103.83361404903052
103000306,NASSIM ROAD,D,3,20,29,1.3112406329656845 103.82143582576197 1.3116597146848918 103.8212526635276,1.3112406329656845,103.82143582576197,1.3116597146848918,103.8212526635276
103000307,NASSIM ROAD,D,3,20,29,1.3116597146848918 103.8212526635276 1.3112406329656845 103.82143582576197,1.3116597146848918,103.8212526635276,1.3112406329656845,103.82143582576197
103000310,RUTLAND ROAD,E,2,10,19,1.311229840433147 103.84910566257994 1.311802597676934 103.84973058015619,1.311229840433147,103.84910566257994,1.311802597676934,103.84973058015619
103000311,RUTLAND ROAD,E,4,30,39,1.311802597676934 103.84973058015619 1.311229840433147 103.84910566257994,1.311802597676934,103.84973058015619,1.311229840433147,103.84910566257994
103000312,RUTLAND ROAD,E,5,40,49,1.3113680558354108 103.8488917458808 1.311229840433147 103.84910566257994,1.3113680558354108,103.8488917458808,1.311229840433147,103.84910566257994
103000316,OPHIR ROAD,F,6,50,59,1.292423970537279 103.86259120957735 1.2912349150968774 103.8623028359393,1.292423970537279,103.86259120957735,1.2912349150968774,103.8623028359393
103000324,RAFFLES BOULEVARD,F,4,30,39,1.2912309351425506 103.86236811495664 1.2918238027402373 103.86295353079224,1.2912309351425506,103.86236811495664,1.2918238027402373,103.86295353079224
103000330,ANG MO KIO AVENUE 4,C,3,20,29,1.3739406188810974 103.83737872197739 1.3748784522832425 103.83811376463666,1.3739406188810974,103.83737872197739,1.3748784522832425,103.83811376463666
103000331,ANG MO KIO AVENUE 4,C,5,40,49,1.3748784522832425 103.83811376463666 1.3739406188810974 103.83737872197739,1.3748784522832425,103.83811376463666,1.3739406188810974,103.83737872197739
103000334,ANG MO KIO AVENUE 8,C,3,20,29,1.3694747355079808 103.84946957875535 1.369024197584065 103.84972450005914,1.3694747355079808,103.84946957875535,1.369024197584065,103.84972450005914
103000335,ANG MO KIO AVENUE 8,C,3,20,29,1.369024197584065 103.84972450005914 1.3694747355079808 103.84946957875535,1.369024197584065,103.84972450005914,1.3694747355079808,103.84946957875535
103000338,ANG MO KIO AVENUE 8,C,4,30,39,1.370561839669548 103.84885708436424 1.3696927152524048 103.84934676362796,1.370561839669548,103.84885708436424,1.3696927152524048,103.84934676362796
103000339,ANG MO KIO AVENUE 8,C,4,30,39,1.3696927152524048 103.84934676362796 1.370561839669548 103.84885708436424,1.3696927152524048,103.84934676362796,1.370561839669548,103.84885708436424
103000342,ANG MO KIO AVENUE 8,C,3,20,29,1.3696927152524048 103.84934676362796 1.3694747355079808 103.84946957875535,1.3696927152524048,103.84934676362796,1.3694747355079808,103.84946957875535
103000343,ANG MO KIO AVENUE 8,C,4,30,39,1.3694747355079808 103.84946957875535 1.3696927152524048 103.84934676362796,1.3694747355079808,103.84946957875535,1.3696927152524048,103.84934676362796
103000346,BEDOK NORTH AVENUE 1,C,3,20,29,1.3239673531148124 103.92722444692839 1.3236245437060072 103.92726159815368,1.3239673531148124,103.92722444692839,1.3236245437060072,103.92726159815368
103000347,BEDOK NORTH AVENUE 1,C,3,20,29,1.3236245437060072 103.92726159815368 1.3239673531148124 103.92722444692839,1.3236245437060072,103.92726159815368,1.3239673531148124,103.92722444692839
103000350,BEDOK NORTH AVENUE 1,C,3,20,29,1.3240846767490342 103.92720949943045 1.3244923386287593 103.9271573268364,1.3240846767490342,103.92720949943045,1.3244923386287593,103.9271573268364
103000351,BEDOK NORTH AVENUE 1,C,2,10,19,1.3244923386287593 103.9271573268364 1.3240846767490342 103.92720949943045,1.3244923386287593,103.9271573268364,1.3240846767490342,103.92720949943045
103000354,SURREY ROAD,E,3,20,29,1.3159382308514525 103.84261245053749 1.315854648211366 103.84294233512517,1.3159382308514525,103.84261245053749,1.315854648211366,103.84294233512517
103000355,SURREY ROAD,E,2,10,19,1.315854648211366 103.84294233512517 1.3159382308514525 103.84261245053749,1.315854648211366,103.84294233512517,1.3159382308514525,103.84261245053749
103000358,ANG MO KIO AVENUE 8,C,5,40,49,1.3807128617466986 103.84499903089491 1.3807123642926429 103.84500991262863,1.3807128617466986,103.84499903089491,1.3807123642926429,103.84500991262863
103000359,ANG MO KIO AVENUE 8,C,2,10,19,1.3807123642926429 103.84500991262863 1.3807128617466986 103.84499903089491,1.3807123642926429,103.84500991262863,1.3807128617466986,103.84499903089491
103000362,NASSIM ROAD,D,2,10,19,1.3118940935550105 103.82204317904964 1.3126625795883653 103.82252274944035,1.3118940935550105,103.82204317904964,1.3126625795883653,103.82252274944035
103000363,NASSIM ROAD,D,3,20,29,1.3126625795883653 103.82252274944035 1.3118940935550105 103.82204317904964,1.3126625795883653,103.82252274944035,1.3118940935550105,103.82204317904964
